Journal,USD,USD cleaned
Sustainability Science,3140,3140
Acoustics Australia,3260,3260
Canadian Journal of Emergency Medicine,3260,3260
China Population and Development Studies,3260,3260
Earthquake Engineering and Engineering Vibration,3260,3260
Journal of Central South University,3260,3260
Journal of Meteorological Research,3260,3260
Phenomics,3260,3260
Photochemical & Photobiological Sciences,3260,3260
Therapeutic Innovation & Regulatory Science,3260,3260
3 Biotech,3280,3280
AAPS PharmSciTech,3280,3280
Academic Psychiatry,3280,3280
Accreditation and Quality Assurance,3280,3280
Acta Geotechnica,3280,3280
Acta Mechanica,3280,3280
Acta Mechanica Sinica,3280,3280
Acta Metallurgica Sinica (English Letters),3280,3280
Acta Neurologica Belgica,3280,3280
Administration and Policy in Mental Health and Mental Health Services Research,3280,3280
Adsorption,3280,3280
Advances in Manufacturing,3280,3280
Advances in Traditional Medicine,3280,3280
Aerobiologia,3280,3280
Aerosol Science and Engineering,3280,3280
Agriculture and Human Values,3280,3280
"Air Quality, Atmosphere & Health",3280,3280
American Journal of Potato Research,3280,3280
Amino Acids,3280,3280
Analytical and Bioanalytical Chemistry,3280,3280
Anatomical Science International,3280,3280
Animal Cognition,3280,3280
Antonie van Leeuwenhoek,3280,3280
Applied Biochemistry and Biotechnology,3280,3280
Applied Mathematics & Optimization,3280,3280
Applied Nanoscience,3280,3280
Applied Physics A,3280,3280
Applied Physics B,3280,3280
Aquaculture International,3280,3280
Aquatic Ecology,3280,3280
Aquatic Geochemistry,3280,3280
Aquatic Sciences,3280,3280
Archaeological and Anthropological Sciences,3280,3280
Archive of Applied Mechanics,3280,3280
Archives of Environmental Contamination and Toxicology,3280,3280
Archives of Microbiology,3280,3280
Archives of Osteoporosis,3280,3280
Archives of Women's Mental Health,3280,3280
Astrodynamics,3280,3280
Augmented Human Research,3280,3280
Australasian Plant Pathology,3280,3280
Autonomous Robots,3280,3280
Behavior Research Methods,3280,3280
Behavioral Ecology and Sociobiology,3280,3280
Biochemical Genetics,3280,3280
BioControl,3280,3280
Biodegradation,3280,3280
Biodiversity and Conservation,3280,3280
BioEnergy Research,3280,3280
Biological Cybernetics,3280,3280
Biological Invasions,3280,3280
Biological Trace Element Research,3280,3280
Biomass Conversion and Biorefinery,3280,3280
Biomechanics and Modeling in Mechanobiology,3280,3280
Biomedical Microdevices,3280,3280
BioMetals,3280,3280
Biomolecular NMR Assignments,3280,3280
Biophysical Economics and Sustainability,3280,3280
Biophysical Reviews,3280,3280
Bioprocess and Biosystems Engineering,3280,3280
Biotechnology and Bioprocess Engineering,3280,3280
Biotechnology Letters,3280,3280
Boundary-Layer Meteorology,3280,3280
Brain Imaging and Behavior,3280,3280
Breast Cancer,3280,3280
Building Simulation,3280,3280
Bulletin of Earthquake Engineering,3280,3280
Bulletin of Engineering Geology and the Environment,3280,3280
Bulletin of Environmental Contamination and Toxicology,3280,3280
Bulletin of Volcanology,3280,3280
Business & Information Systems Engineering,3280,3280
Calcified Tissue International,3280,3280
Cancer and Metastasis Reviews,3280,3280
Cancer Causes & Control,3280,3280
Cardiovascular Engineering and Technology,3280,3280
Cardiovascular Intervention and Therapeutics,3280,3280
Catalysis Letters,3280,3280
Catalysis Surveys from Asia,3280,3280
Cell and Tissue Banking,3280,3280
Cell Biochemistry and Biophysics,3280,3280
Cellular and Molecular Bioengineering,3280,3280
CEN Case Reports,3280,3280
Chemoecology,3280,3280
Chemosensory Perception,3280,3280
ChemTexts,3280,3280
Chinese Journal of Polymer Science,3280,3280
Chromatographia,3280,3280
Chromosoma,3280,3280
Clean Technologies and Environmental Policy,3280,3280
Climate Dynamics,3280,3280
Clinical and Experimental Nephrology,3280,3280
Clinical Child and Family Psychology Review,3280,3280
Clinical Drug Investigation,3280,3280
Clinical Journal of Gastroenterology,3280,3280
Cognitive Processing,3280,3280
Cognitive Therapy and Research,3280,3280
Colloid and Polymer Science,3280,3280
Community Mental Health Journal,3280,3280
Comparative Clinical Pathology,3280,3280
Computational Mechanics,3280,3280
Computational Particle Mechanics,3280,3280
Computing and Software for Big Science,3280,3280
Conservation Genetics,3280,3280
Conservation Genetics Resources,3280,3280
Contributions to Mineralogy and Petrology,3280,3280
Current Anesthesiology Reports,3280,3280
Current Behavioral Neuroscience Reports,3280,3280
Current Bladder Dysfunction Reports,3280,3280
Current Breast Cancer Reports,3280,3280
Current Cardiovascular Imaging Reports,3280,3280
Current Cardiovascular Risk Reports,3280,3280
Current Colorectal Cancer Reports,3280,3280
Current Emergency and Hospital Medicine Reports,3280,3280
Current Environmental Health Reports,3280,3280
Current Epidemiology Reports,3280,3280
Current Fungal Infection Reports,3280,3280
Current Gastroenterology Reports,3280,3280
Current Genetic Medicine Reports,3280,3280
Current Hematologic Malignancy Reports,3280,3280
Current Hepatology Reports,3280,3280
Current Landscape Ecology Reports,3280,3280
Current Medical Science,3280,3280
Current Microbiology,3280,3280
Current Ophthalmology Reports,3280,3280
Current Oral Health Reports,3280,3280
Current Otorhinolaryngology Reports,3280,3280
Current Pathobiology Reports,3280,3280
Current Pediatrics Reports,3280,3280
Current Physical Medicine and Rehabilitation Reports,3280,3280
Current Pulmonology Reports,3280,3280
Current Radiology Reports,3280,3280
Current Sexual Health Reports,3280,3280
Current Sleep Medicine Reports,3280,3280
Current Stem Cell Reports,3280,3280
Current Surgery Reports,3280,3280
Current Sustainable/Renewable Energy Reports,3280,3280
Current Transplantation Reports,3280,3280
Current Trauma Reports,3280,3280
Current Treatment Options in Allergy,3280,3280
Current Treatment Options in Cardiovascular Medicine,3280,3280
Current Treatment Options in Gastroenterology,3280,3280
Current Treatment Options in Infectious Diseases,3280,3280
Current Treatment Options in Pediatrics,3280,3280
Current Treatment Options in Rheumatology,3280,3280
Current Tropical Medicine Reports,3280,3280
Cytotechnology,3280,3280
Data-Enabled Discovery and Applications,3280,3280
Design Automation for Embedded Systems,3280,3280
Development Genes and Evolution,3280,3280
Drugs & Therapy Perspectives,3280,3280
Earth Science Informatics,3280,3280
Earth Systems and Environment,3280,3280
"Earth, Moon, and Planets",3280,3280
EcoHealth,3280,3280
Economic Botany,3280,3280
Ecotoxicology,3280,3280
Electrical Engineering,3280,3280
Electrocatalysis,3280,3280
Electronic Materials Letters,3280,3280
Emergency Radiology,3280,3280
"Energy, Ecology and Environment",3280,3280
Environmental Biology of Fishes,3280,3280
Environmental Geochemistry and Health,3280,3280
Environmental Management,3280,3280
Environmental Monitoring and Assessment,3280,3280
Environmental Science and Pollution Research,3280,3280
Esophagus,3280,3280
Estuaries and Coasts,3280,3280
Euphytica,3280,3280
European Archives of Paediatric Dentistry,3280,3280
European Biophysics Journal,3280,3280
European Food Research and Technology,3280,3280
European Journal of Drug Metabolism and Pharmacokinetics,3280,3280
European Journal of Forest Research,3280,3280
European Journal of Orthopaedic Surgery & Traumatology,3280,3280
European Journal of Plant Pathology,3280,3280
European Journal of Plastic Surgery,3280,3280
European Journal of Wildlife Research,3280,3280
European Journal of Wood and Wood Products,3280,3280
Evolutionary Biology,3280,3280
Evolutionary Ecology,3280,3280
Experimental and Applied Acarology,3280,3280
Experimental Astronomy,3280,3280
Experimental Brain Research,3280,3280
Experimental Mechanics,3280,3280
Experiments in Fluids,3280,3280
Exposure and Health,3280,3280
Extremophiles,3280,3280
Facies,3280,3280
Fibers and Polymers,3280,3280
Fish Physiology and Biochemistry,3280,3280
Flexible Services and Manufacturing Journal,3280,3280
"Flow, Turbulence and Combustion",3280,3280
Folia Geobotanica,3280,3280
Folia Microbiologica,3280,3280
Food Analytical Methods,3280,3280
Food and Bioprocess Technology,3280,3280
Food Biophysics,3280,3280
Food Security,3280,3280
Formal Methods in System Design,3280,3280
Foundations of Physics,3280,3280
Frontiers of Chemical Science and Engineering,3280,3280
Frontiers of Environmental Science & Engineering,3280,3280
Frontiers of Materials Science,3280,3280
Frontiers of Mechanical Engineering,3280,3280
Frontiers of Medicine,3280,3280
Frontiers of Physics,3280,3280
Functional & Integrative Genomics,3280,3280
Fuzzy Optimization and Decision Making,3280,3280
General Thoracic and Cardiovascular Surgery,3280,3280
Genetic Resources and Crop Evolution,3280,3280
Genetica,3280,3280
Geoheritage,3280,3280
Geo-Marine Letters,3280,3280
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,3280,3280
Glycoconjugate Journal,3280,3280
Gold Bulletin,3280,3280
GPS Solutions,3280,3280
Granular Matter,3280,3280
Head and Neck Pathology,3280,3280
Health Information Science and Systems,3280,3280
Health Services and Outcomes Research Methodology,3280,3280
Heart and Vessels,3280,3280
High Blood Pressure & Cardiovascular Prevention,3280,3280
HSS Journal ®,3280,3280
Human Cell,3280,3280
Human Factors and Mechanical Engineering for Defense and Safety,3280,3280
Hydrobiologia,3280,3280
Hydrogeology Journal,3280,3280
Hyperfine Interactions,3280,3280
In Silico Pharmacology,3280,3280
In Vitro Cellular & Developmental Biology - Animal,3280,3280
In Vitro Cellular & Developmental Biology - Plant,3280,3280
Indian Journal of Gastroenterology,3280,3280
Indian Journal of Hematology and Blood Transfusion,3280,3280
Indian Journal of Microbiology,3280,3280
Indian Journal of Otolaryngology and Head & Neck Surgery,3280,3280
Indian Journal of Surgery,3280,3280
Indian Journal of Surgical Oncology,3280,3280
Indian Journal of Thoracic and Cardiovascular Surgery,3280,3280
Indian Pediatrics,3280,3280
Information Retrieval Journal,3280,3280
Information Technology and Management,3280,3280
Insectes Sociaux,3280,3280
Integrating Materials and Manufacturing Innovation,3280,3280
Interdisciplinary Sciences: Computational Life Sciences,3280,3280
International Archives of Occupational and Environmental Health,3280,3280
International Cancer Conference Journal,3280,3280
"International Environmental Agreements: Politics, Law and Economics",3280,3280
International Journal for Ion Mobility Spectrometry,3280,3280
International Journal of Biometeorology,3280,3280
International Journal of Civil Engineering,3280,3280
International Journal of Clinical Pharmacy,3280,3280
International Journal of Colorectal Disease,3280,3280
International Journal of Computer Vision,3280,3280
International Journal of Diabetes in Developing Countries,3280,3280
International Journal of Earth Sciences,3280,3280
International Journal of Energy and Environmental Engineering,3280,3280
International Journal of Environmental Research,3280,3280
International Journal of Environmental Science and Technology,3280,3280
International Journal of Fracture,3280,3280
International Journal of Fuzzy Systems,3280,3280
International Journal of Geosynthetics and Ground Engineering,3280,3280
International Journal of Health Economics and Management,3280,3280
International Journal of Machine Learning and Cybernetics,3280,3280
International Journal of Material Forming,3280,3280
International Journal of Mental Health and Addiction,3280,3280
International Journal of Metalcasting,3280,3280
International Journal of Peptide Research and Therapeutics,3280,3280
International Journal of Precision Engineering and Manufacturing-Green Technology,3280,3280
International Journal of Primatology,3280,3280
International Journal of Social Robotics,3280,3280
International Journal on Interactive Design and Manufacturing (IJIDeM),3280,3280
International Nano Letters,3280,3280
International Ophthalmology,3280,3280
International Urogynecology Journal,3280,3280
International Urology and Nephrology,3280,3280
Ionics,3280,3280
Iranian Polymer Journal,3280,3280
Irish Journal of Medical Science (1971 -),3280,3280
Irrigation Science,3280,3280
Japanese Journal of Radiology,3280,3280
JBIC Journal of Biological Inorganic Chemistry,3280,3280
JOM,3280,3280
Journal of Acupuncture and Tuina Science,3280,3280
Journal of Ambient Intelligence and Humanized Computing,3280,3280
Journal of Analysis and Testing,3280,3280
Journal of Anesthesia,3280,3280
Journal of Applied Electrochemistry,3280,3280
Journal of Applied Genetics,3280,3280
Journal of Applied Phycology,3280,3280
Journal of Artificial Organs,3280,3280
Journal of Atmospheric Chemistry,3280,3280
Journal of Bioenergetics and Biomembranes,3280,3280
Journal of Biomolecular NMR,3280,3280
Journal of Building Pathology and Rehabilitation,3280,3280
Journal of Business Ethics,3280,3280
Journal of Cancer Education,3280,3280
Journal of Cell Communication and Signaling,3280,3280
Journal of Chemical Ecology,3280,3280
Journal of Civil Structural Health Monitoring,3280,3280
Journal of Clinical Monitoring and Computing,3280,3280
Journal of Clinical Psychology in Medical Settings,3280,3280
Journal of Cluster Science,3280,3280
Journal of Coatings Technology and Research,3280,3280
Journal of Community Genetics,3280,3280
Journal of Comparative Physiology A,3280,3280
